,OBJECTID,BoreID,HydroCode,RefElev,RefElevDesc,FromDepth,ToDepth,TopElev,BottomElev,MajorLithCode,MinorLithCode,Description,Source,LogType,Easting,Northing
658,4135258,10025672,GW025418.1.1,708.58,UNK,4.88,5.49,703.7,703.09,SAND,,Sand dark gravel,UNK,1,719368.3177313951,6098313.188576672
659,4135259,10025672,GW025418.1.1,708.58,UNK,27.43,29.26,681.15,679.32,CLAY,,Clay red gravel water supply,UNK,1,719368.3177313951,6098313.188576672
660,4135260,10025672,GW025418.1.1,708.58,UNK,33.53,36.88,675.05,671.7,CLAY,,Clay red gravel,UNK,1,719368.3177313951,6098313.188576672
661,4135261,10025672,GW025418.1.1,708.58,UNK,36.88,50.6,671.7,657.98,SAND,,Sand hard water supply clay bands yellow gravel rock,UNK,1,719368.3177313951,6098313.188576672
662,4135339,10025672,GW025418.1.1,708.58,UNK,0.0,0.15,708.58,708.43,TPSL,,Topsoil,UNK,1,719368.3177313951,6098313.188576672
663,4135340,10025672,GW025418.1.1,708.58,UNK,21.34,25.6,687.24,682.98,CLAY,,Clay dark yellow,UNK,1,719368.3177313951,6098313.188576672
664,4135341,10025672,GW025418.1.1,708.58,UNK,25.6,26.21,682.98,682.37,GRVL,,Gravel cemented,UNK,1,719368.3177313951,6098313.188576672
665,4135342,10025672,GW025418.1.1,708.58,UNK,26.21,27.43,682.37,681.15,CLAY,,Clay yellow slightly sandy,UNK,1,719368.3177313951,6098313.188576672
666,4135343,10025672,GW025418.1.1,708.58,UNK,29.26,29.57,679.32,679.01,SAND,,Sand cemented gravel,UNK,1,719368.3177313951,6098313.188576672
667,4135420,10025672,GW025418.1.1,708.58,UNK,7.32,16.76,701.26,691.82,CLAY,,Clay dark brown yellow gravel,UNK,1,719368.3177313951,6098313.188576672
668,4135421,10025672,GW025418.1.1,708.58,UNK,29.57,29.87,679.01,678.71,ROCK,,Rock hard coloured,UNK,1,719368.3177313951,6098313.188576672
669,4146021,10019721,GW025435.1.1,684.79,UNK,10.06,10.67,674.73,674.12,SAND,,Sand gravel,UNK,1,720642.2201835267,6098683.010012165
670,4146022,10019721,GW025435.1.1,684.79,UNK,42.98,45.72,641.81,639.07,CLAY,,Clay sandy multicoloured,UNK,1,720642.2201835267,6098683.010012165
671,4146076,10019721,GW025435.1.1,684.79,UNK,15.85,16.46,668.94,668.33,CLAY,,Clay grey,UNK,1,720642.2201835267,6098683.010012165
672,4146077,10019721,GW025435.1.1,684.79,UNK,30.48,33.22,654.31,651.57,CLAY,,Clay grey yellow sandy gravel,UNK,1,720642.2201835267,6098683.010012165
673,4146078,10019721,GW025435.1.1,684.79,UNK,42.37,42.98,642.42,641.81,CLAY,,Clay yellow sandy,UNK,1,720642.2201835267,6098683.010012165
674,4146079,10019721,GW025435.1.1,684.79,UNK,50.29,51.82,634.5,632.97,CLAY,,Clay light grey,UNK,1,720642.2201835267,6098683.010012165
675,4149385,10019721,GW025435.1.1,684.79,UNK,7.62,7.92,677.17,676.87,SAND,,Sand gravel,UNK,1,720642.2201835267,6098683.010012165
676,4149386,10019721,GW025435.1.1,684.79,UNK,20.73,21.34,664.06,663.45,CLAY,,Clay grey,UNK,1,720642.2201835267,6098683.010012165
677,4149387,10019721,GW025435.1.1,684.79,UNK,24.38,25.6,660.41,659.19,CLAY,,Clay sandy water bearing,UNK,1,720642.2201835267,6098683.010012165
678,4149388,10019721,GW025435.1.1,684.79,UNK,33.22,39.93,651.57,644.86,CLAY,,Clay sandy,UNK,1,720642.2201835267,6098683.010012165
679,4149448,10019721,GW025435.1.1,684.79,UNK,5.49,7.62,679.3,677.17,CLAY,,Clay grey yellow sandy,UNK,1,720642.2201835267,6098683.010012165
680,4149449,10019721,GW025435.1.1,684.79,UNK,13.41,14.02,671.38,670.77,CLAY,,Clay black,UNK,1,720642.2201835267,6098683.010012165
681,4149450,10019721,GW025435.1.1,684.79,UNK,39.93,42.37,644.86,642.42,SAND,,Sand fine-coarse water supply,UNK,1,720642.2201835267,6098683.010012165
682,4149451,10019721,GW025435.1.1,684.79,UNK,45.72,47.24,639.07,637.55,CLAY,,Clay white grey,UNK,1,720642.2201835267,6098683.010012165
683,4149452,10019721,GW025435.1.1,684.79,UNK,47.24,50.29,637.55,634.5,CLAY,,Clay light yellow grey,UNK,1,720642.2201835267,6098683.010012165
684,4149513,10019721,GW025435.1.1,684.79,UNK,4.88,5.49,679.91,679.3,CLAY,,Clay grey gravel,UNK,1,720642.2201835267,6098683.010012165
685,4149514,10019721,GW025435.1.1,684.79,UNK,8.84,10.06,675.95,674.73,CLAY,,Clay grey sandy,UNK,1,720642.2201835267,6098683.010012165
686,4149515,10019721,GW025435.1.1,684.79,UNK,14.02,14.63,670.77,670.16,CLAY,,Clay dark grey gravel,UNK,1,720642.2201835267,6098683.010012165
687,4149516,10019721,GW025435.1.1,684.79,UNK,28.96,29.57,655.83,655.22,CLAY,,Clay gravel,UNK,1,720642.2201835267,6098683.010012165
688,4154257,10019721,GW025435.1.1,684.79,UNK,12.8,13.41,671.99,671.38,CLAY,,Clay grey gravel,UNK,1,720642.2201835267,6098683.010012165
689,4154258,10019721,GW025435.1.1,684.79,UNK,19.51,20.73,665.28,664.06,CLAY,,Clay sandy,UNK,1,720642.2201835267,6098683.010012165
690,4154259,10019721,GW025435.1.1,684.79,UNK,27.43,28.96,657.36,655.83,CLAY,,Clay red gravel,UNK,1,720642.2201835267,6098683.010012165
691,4154333,10019721,GW025435.1.1,684.79,UNK,0.0,4.27,684.79,680.52,CLAY,,Clay gravel,UNK,1,720642.2201835267,6098683.010012165
692,4154334,10019721,GW025435.1.1,684.79,UNK,4.27,4.88,680.52,679.91,SAND,,Sand gravel,UNK,1,720642.2201835267,6098683.010012165
693,4154335,10019721,GW025435.1.1,684.79,UNK,10.67,12.8,674.12,671.99,CLAY,,Clay gravel,UNK,1,720642.2201835267,6098683.010012165
694,4154336,10019721,GW025435.1.1,684.79,UNK,14.63,15.85,670.16,668.94,CLAY,,Clay grey,UNK,1,720642.2201835267,6098683.010012165
695,4154337,10019721,GW025435.1.1,684.79,UNK,16.46,19.51,668.33,665.28,CLAY,,Clay grey gravel,UNK,1,720642.2201835267,6098683.010012165
696,4154338,10019721,GW025435.1.1,684.79,UNK,25.6,27.43,659.19,657.36,CLAY,,Clay grey,UNK,1,720642.2201835267,6098683.010012165
697,4154400,10019721,GW025435.1.1,684.79,UNK,7.92,8.84,676.87,675.95,CLAY,,Clay grey gravel,UNK,1,720642.2201835267,6098683.010012165
698,4154401,10019721,GW025435.1.1,684.79,UNK,21.34,24.38,663.45,660.41,CLAY,,Clay grey gravel,UNK,1,720642.2201835267,6098683.010012165
699,4154402,10019721,GW025435.1.1,684.79,UNK,29.57,30.48,655.22,654.31,SAND,,Sand gravel water bearing,UNK,1,720642.2201835267,6098683.010012165
700,4148512,10024083,GW025270.1.1,692.48,UNK,4.27,4.88,688.21,687.6,SAND,,Sand gravel fine,UNK,1,721975.2663022196,6096306.995778983
701,4148513,10024083,GW025270.1.1,692.48,UNK,14.02,14.63,678.46,677.85,CLAY,,Clay light grey gravel,UNK,1,721975.2663022196,6096306.995778983
702,4148514,10024083,GW025270.1.1,692.48,UNK,23.77,25.3,668.71,667.18,GRVL,,Gravel cemented,UNK,1,721975.2663022196,6096306.995778983
703,4148515,10024083,GW025270.1.1,692.48,UNK,25.3,25.6,667.18,666.88,GRVL,,Gravel cemented,UNK,1,721975.2663022196,6096306.995778983
704,4148516,10024083,GW025270.1.1,692.48,UNK,25.3,25.6,667.18,666.88,SAND,,Sand dark yellow clay,UNK,1,721975.2663022196,6096306.995778983
705,4148517,10024083,GW025270.1.1,692.48,UNK,25.6,26.82,666.88,665.66,GRVL,,Gravel cemented clay,UNK,1,721975.2663022196,6096306.995778983
706,4148518,10024083,GW025270.1.1,692.48,UNK,36.58,36.88,655.9,655.6,CLAY,,Clay grey sticky,UNK,1,721975.2663022196,6096306.995778983
707,4152950,10024083,GW025270.1.1,692.48,UNK,1.52,2.13,690.96,690.35,CLAY,,Clay dark khaki gravel,UNK,1,721975.2663022196,6096306.995778983
708,4152951,10024083,GW025270.1.1,692.48,UNK,19.51,20.42,672.97,672.06,CLAY,,Clay reddish light grey light brown sandy,UNK,1,721975.2663022196,6096306.995778983
709,4152952,10024083,GW025270.1.1,692.48,UNK,32.61,33.22,659.87,659.26,SAND,,Sand yellow small gravel,UNK,1,721975.2663022196,6096306.995778983
710,4153030,10024083,GW025270.1.1,692.48,UNK,4.88,6.4,687.6,686.08,CLAY,,Clay light grey sticky sandy,UNK,1,721975.2663022196,6096306.995778983
711,4153031,10024083,GW025270.1.1,692.48,UNK,17.37,19.51,675.11,672.97,CLAY,,Clay light grey light brown sandy,UNK,1,721975.2663022196,6096306.995778983
712,4153032,10024083,GW025270.1.1,692.48,UNK,20.42,23.47,672.06,669.01,CLAY,,Clay variegated,UNK,1,721975.2663022196,6096306.995778983
713,4153033,10024083,GW025270.1.1,692.48,UNK,31.09,31.7,661.39,660.78,GRVL,,Gravel silty medium water supply,UNK,1,721975.2663022196,6096306.995778983
714,4153034,10024083,GW025270.1.1,692.48,UNK,33.22,35.05,659.26,657.43,CLAY,,Clay sandy,UNK,1,721975.2663022196,6096306.995778983
715,4153035,10024083,GW025270.1.1,692.48,UNK,36.88,39.01,655.6,653.47,CGLM,,Conglomerate very hard cemented seams,UNK,1,721975.2663022196,6096306.995778983
716,4153109,10024083,GW025270.1.1,692.48,UNK,6.4,7.62,686.08,684.86,CLAY,,Clay light yellow sticky sandy,UNK,1,721975.2663022196,6096306.995778983
717,4153110,10024083,GW025270.1.1,692.48,UNK,14.63,17.37,677.85,675.11,CLAY,,Clay white sticky,UNK,1,721975.2663022196,6096306.995778983
718,4153111,10024083,GW025270.1.1,692.48,UNK,32.0,32.31,660.48,660.17,SAND,,Sand yellow gravel fine,UNK,1,721975.2663022196,6096306.995778983
719,4153112,10024083,GW025270.1.1,692.48,UNK,39.01,42.67,653.47,649.81,CLAY,,Clay grey sticky,UNK,1,721975.2663022196,6096306.995778983
720,4153180,10024083,GW025270.1.1,692.48,UNK,0.0,1.52,692.48,690.96,SOIL,,Soil,UNK,1,721975.2663022196,6096306.995778983
721,4153181,10024083,GW025270.1.1,692.48,UNK,23.77,25.3,668.71,667.18,SILT,,Silt sandy fine,UNK,1,721975.2663022196,6096306.995778983
722,4153182,10024083,GW025270.1.1,692.48,UNK,28.65,31.09,663.83,661.39,CLAY,,Clay light yellow gravel,UNK,1,721975.2663022196,6096306.995778983
723,4153183,10024083,GW025270.1.1,692.48,UNK,36.88,39.01,655.6,653.47,CLAY,,Clay sticky,UNK,1,721975.2663022196,6096306.995778983
724,4157197,10024083,GW025270.1.1,692.48,UNK,23.47,23.77,669.01,668.71,CLAY,,Clay grey gravel,UNK,1,721975.2663022196,6096306.995778983
725,4157198,10024083,GW025270.1.1,692.48,UNK,25.3,25.6,667.18,666.88,SILT,,Silt sandy fine,UNK,1,721975.2663022196,6096306.995778983
726,4157199,10024083,GW025270.1.1,692.48,UNK,26.82,28.65,665.66,663.83,CLAY,,Clay yellow gravel,UNK,1,721975.2663022196,6096306.995778983
727,4157200,10024083,GW025270.1.1,692.48,UNK,31.7,32.0,660.78,660.48,SAND,,Sand yellow cemented gravel,UNK,1,721975.2663022196,6096306.995778983
728,4157274,10024083,GW025270.1.1,692.48,UNK,2.13,2.44,690.35,690.04,GRVL,,Gravel dry medium,UNK,1,721975.2663022196,6096306.995778983
729,4157275,10024083,GW025270.1.1,692.48,UNK,4.27,4.88,688.21,687.6,None,,Very clayey,UNK,1,721975.2663022196,6096306.995778983
730,4157276,10024083,GW025270.1.1,692.48,UNK,7.62,14.02,684.86,678.46,CLAY,,Clay dark yellow gravel,UNK,1,721975.2663022196,6096306.995778983
731,4157277,10024083,GW025270.1.1,692.48,UNK,32.31,32.61,660.17,659.87,SAND,,Sand yellow large gravel,UNK,1,721975.2663022196,6096306.995778983
732,4157278,10024083,GW025270.1.1,692.48,UNK,39.01,42.67,653.47,649.81,CGLM,,Conglomerate very hard cemented seams,UNK,1,721975.2663022196,6096306.995778983
733,4157339,10024083,GW025270.1.1,692.48,UNK,2.44,4.27,690.04,688.21,CLAY,,Clay gravel,UNK,1,721975.2663022196,6096306.995778983
734,4157340,10024083,GW025270.1.1,692.48,UNK,25.6,26.82,666.88,665.66,SAND,,Sand dark yellow,UNK,1,721975.2663022196,6096306.995778983
735,4157341,10024083,GW025270.1.1,692.48,UNK,35.05,36.58,657.43,655.9,SDSN,,Sand rock light yellow,UNK,1,721975.2663022196,6096306.995778983
736,4157893,10029294,GW025272.1.1,689.76,UNK,16.76,19.81,673.0,669.95,CLAY,,Clay,UNK,1,721668.1589179493,6096160.369832784
737,4157894,10029294,GW025272.1.1,689.76,UNK,20.73,21.64,669.03,668.12,CLAY,,Clay yellow grey sandy,UNK,1,721668.1589179493,6096160.369832784
738,4157895,10029294,GW025272.1.1,689.76,UNK,22.56,23.47,667.2,666.29,CLAY,,Clay yellow sandy,UNK,1,721668.1589179493,6096160.369832784
739,4157896,10029294,GW025272.1.1,689.76,UNK,23.47,26.52,666.29,663.24,CLAY,,Clay yellow,UNK,1,721668.1589179493,6096160.369832784
740,4157897,10029294,GW025272.1.1,689.76,UNK,23.47,26.52,666.29,663.24,SAND,,Sand water supply,UNK,1,721668.1589179493,6096160.369832784
741,4157898,10029294,GW025272.1.1,689.76,UNK,26.52,27.74,663.24,662.02,CLAY,,Clay yellow grey,UNK,1,721668.1589179493,6096160.369832784
742,4157899,10029294,GW025272.1.1,689.76,UNK,35.66,36.58,654.1,653.18,CLAY,,Clay grey yellow,UNK,1,721668.1589179493,6096160.369832784
743,4157900,10029294,GW025272.1.1,689.76,UNK,39.01,39.93,650.75,649.83,CLAY,,Clay yellow gravel,UNK,1,721668.1589179493,6096160.369832784
744,4157901,10029294,GW025272.1.1,689.76,UNK,39.93,45.42,649.83,644.34,SAND,,Sand gravel water supply,UNK,1,721668.1589179493,6096160.369832784
745,4157945,10029294,GW025272.1.1,689.76,UNK,0.0,1.22,689.76,688.54,TPSL,,Topsoil,UNK,1,721668.1589179493,6096160.369832784
746,4157946,10029294,GW025272.1.1,689.76,UNK,10.36,10.97,679.4,678.79,SAND,,Sand gravel water supply,UNK,1,721668.1589179493,6096160.369832784
747,4157947,10029294,GW025272.1.1,689.76,UNK,16.15,16.76,673.61,673.0,SAND,,Sand gravel,UNK,1,721668.1589179493,6096160.369832784
748,4157948,10029294,GW025272.1.1,689.76,UNK,21.64,22.56,668.12,667.2,CLAY,,Clay yellow,UNK,1,721668.1589179493,6096160.369832784
749,4157949,10029294,GW025272.1.1,689.76,UNK,38.4,39.01,651.36,650.75,CLAY,,Clay yellow sandy,UNK,1,721668.1589179493,6096160.369832784
750,4157950,10029294,GW025272.1.1,689.76,UNK,47.85,50.9,641.91,638.86,SHLE,,Shale yellow grey,UNK,1,721668.1589179493,6096160.369832784
751,4157991,10029294,GW025272.1.1,689.76,UNK,12.5,13.11,677.26,676.65,GRVL,,Gravel very clayey fine-coarse,UNK,1,721668.1589179493,6096160.369832784
752,4157992,10029294,GW025272.1.1,689.76,UNK,15.85,16.15,673.91,673.61,CLAY,,Clay gravel,UNK,1,721668.1589179493,6096160.369832784
753,4157993,10029294,GW025272.1.1,689.76,UNK,21.64,22.56,668.12,667.2,SAND,,Sand gravel,UNK,1,721668.1589179493,6096160.369832784
754,4157994,10029294,GW025272.1.1,689.76,UNK,29.57,31.39,660.19,658.37,CLAY,,Clay grey yellow sandy,UNK,1,721668.1589179493,6096160.369832784
755,4157995,10029294,GW025272.1.1,689.76,UNK,36.58,37.19,653.18,652.57,CLAY,,Clay yellow sandy,UNK,1,721668.1589179493,6096160.369832784
756,4157996,10029294,GW025272.1.1,689.76,UNK,45.42,46.63,644.34,643.13,CLAY,,Clay yellow sandy gravel,UNK,1,721668.1589179493,6096160.369832784
757,4157997,10029294,GW025272.1.1,689.76,UNK,50.9,51.82,638.86,637.94,PHLT,,Phyllite decomposed,UNK,1,721668.1589179493,6096160.369832784
758,4160470,10029294,GW025272.1.1,689.76,UNK,20.12,20.73,669.64,669.03,SAND,,Sand yellow water supply,UNK,1,721668.1589179493,6096160.369832784
759,4160471,10029294,GW025272.1.1,689.76,UNK,39.93,45.42,649.83,644.34,CLAY,,Clay sandy bands,UNK,1,721668.1589179493,6096160.369832784
760,4160529,10029294,GW025272.1.1,689.76,UNK,13.11,14.63,676.65,675.13,GRVL,,Gravel sandy clay fine-coarse,UNK,1,721668.1589179493,6096160.369832784
761,4160530,10029294,GW025272.1.1,689.76,UNK,27.74,28.96,662.02,660.8,CLAY,,Clay yellow grey sandy,UNK,1,721668.1589179493,6096160.369832784
762,4160531,10029294,GW025272.1.1,689.76,UNK,46.63,47.85,643.13,641.91,GRVL,,Gravel sand fine-coarse water supply,UNK,1,721668.1589179493,6096160.369832784
763,4163560,10029294,GW025272.1.1,689.76,UNK,5.18,10.36,684.58,679.4,CLAY,,Clay gravel,UNK,1,721668.1589179493,6096160.369832784
764,4163611,10029294,GW025272.1.1,689.76,UNK,1.83,5.18,687.93,684.58,CLAY,,Clay yellow grey,UNK,1,721668.1589179493,6096160.369832784
765,4163612,10029294,GW025272.1.1,689.76,UNK,14.63,15.85,675.13,673.91,CLAY,,Clay yellow sandy,UNK,1,721668.1589179493,6096160.369832784
766,4163613,10029294,GW025272.1.1,689.76,UNK,19.81,20.12,669.95,669.64,CLAY,,Clay grey sandy,UNK,1,721668.1589179493,6096160.369832784
767,4163614,10029294,GW025272.1.1,689.76,UNK,28.96,29.57,660.8,660.19,SAND,,Sand fine-coarse,UNK,1,721668.1589179493,6096160.369832784
768,4163615,10029294,GW025272.1.1,689.76,UNK,31.39,35.66,658.37,654.1,CLAY,,Clay heavy,UNK,1,721668.1589179493,6096160.369832784
769,4163616,10029294,GW025272.1.1,689.76,UNK,31.39,35.66,658.37,654.1,SILT,,Silt,UNK,1,721668.1589179493,6096160.369832784
770,4163617,10029294,GW025272.1.1,689.76,UNK,37.19,38.4,652.57,651.36,SAND,,Sand small gravel water supply,UNK,1,721668.1589179493,6096160.369832784
771,4163666,10029294,GW025272.1.1,689.76,UNK,1.22,1.83,688.54,687.93,CLAY,,Clay gravel,UNK,1,721668.1589179493,6096160.369832784
772,4163667,10029294,GW025272.1.1,689.76,UNK,10.97,12.5,678.79,677.26,CLAY,,Clay grey yellow gravel,UNK,1,721668.1589179493,6096160.369832784
773,4163668,10029294,GW025272.1.1,689.76,UNK,16.76,19.81,673.0,669.95,GRVL,,Gravel fine-coarse water supply,UNK,1,721668.1589179493,6096160.369832784
774,4163669,10029294,GW025272.1.1,689.76,UNK,31.39,35.66,658.37,654.1,SAND,,Sand,UNK,1,721668.1589179493,6096160.369832784
775,4172630,10107928,GW416158.1.1,None,UNK,1.0,28.0,None,None,CLAY,,Clay,UNK,1,722045.9957904412,6096738.00651886
776,4172849,10107928,GW416158.1.1,None,UNK,0.0,1.0,None,None,TPSL,,Topsoil,UNK,1,722045.9957904412,6096738.00651886
777,4172850,10107928,GW416158.1.1,None,UNK,28.0,31.0,None,None,SAND,,"Sand, and clay - water supply",UNK,1,722045.9957904412,6096738.00651886
